benchmark comment	environment	database	module	driver	trial no.	SQL statement	transaction size	bulk length	bulk size	batch size	action	start day time	end day time	duration (sec)	duration (ns)
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:26:39.977462000	2019.11.17 20:26:50.677126000	11	10699673930
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:26:50.677588000	2019.11.17 20:27:17.735207000	27	27057619915
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2		512	1024	100000	256	trial	2019.11.17 20:26:39.905708000	2019.11.17 20:27:19.073593000	39	39167907939
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:27:19.189289000	2019.11.17 20:27:25.457603000	6	6268311364
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:27:25.458029000	2019.11.17 20:27:52.366736000	27	26908726714
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3		512	1024	100000	256	trial	2019.11.17 20:27:19.074324000	2019.11.17 20:27:53.727401000	35	34653095240
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:27:53.797166000	2019.11.17 20:28:00.611618000	7	6814417038
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:28:00.612443000	2019.11.17 20:28:26.768534000	26	26156134390
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4		512	1024	100000	256	trial	2019.11.17 20:27:53.727813000	2019.11.17 20:28:28.285780000	35	34557986728
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:28:28.357341000	2019.11.17 20:28:34.713493000	6	6356128641
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:28:34.716966000	2019.11.17 20:29:03.369722000	29	28652763958
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5		512	1024	100000	256	trial	2019.11.17 20:28:28.286150000	2019.11.17 20:29:04.539947000	36	36253767912
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:29:04.591330000	2019.11.17 20:29:09.009975000	4	4418645292
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:29:09.010438000	2019.11.17 20:29:27.516127000	19	18505729791
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6		512	1024	100000	256	trial	2019.11.17 20:29:04.540331000	2019.11.17 20:29:28.573266000	24	24032955231
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:29:28.588012000	2019.11.17 20:29:32.339023000	4	3751007951
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:29:32.339493000	2019.11.17 20:29:51.142299000	19	18802816491
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7		512	1024	100000	256	trial	2019.11.17 20:29:28.573721000	2019.11.17 20:29:52.270512000	24	23696801647
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:29:52.284000000	2019.11.17 20:29:55.964740000	4	3680739373
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:29:55.965136000	2019.11.17 20:30:15.286123000	19	19321004232
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8		512	1024	100000	256	trial	2019.11.17 20:29:52.270827000	2019.11.17 20:30:16.668184000	24	24397372439
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:30:16.680635000	2019.11.17 20:30:20.016844000	3	3336195635
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:30:20.017149000	2019.11.17 20:30:40.507427000	20	20490302402
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9		512	1024	100000	256	trial	2019.11.17 20:30:16.668408000	2019.11.17 20:30:41.780188000	25	25111799556
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:30:41.794998000	2019.11.17 20:30:45.241424000	3	3446414130
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:30:45.241733000	2019.11.17 20:31:03.914399000	19	18672676884
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10		512	1024	100000	256	trial	2019.11.17 20:30:41.782476000	2019.11.17 20:31:04.939560000	23	23157108990
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	0		512	1024	100000	256	benchmark	2019.11.17 20:25:53.361172000	2019.11.17 20:31:04.942077000	312	311580561367
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:42:55.802894000	2019.11.17 20:43:00.633636000	5	4830734539
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:43:00.649847000	2019.11.17 20:43:17.091505000	16	16441660230
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1		512	1024	100000	256	trial	2019.11.17 20:42:55.554588000	2019.11.17 20:43:18.169216000	23	22614627761
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:43:18.179397000	2019.11.17 20:43:21.050631000	3	2871236120
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:43:21.050998000	2019.11.17 20:43:37.621559000	17	16570573381
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2		512	1024	100000	256	trial	2019.11.17 20:43:18.169477000	2019.11.17 20:43:38.468073000	20	20298614069
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:43:38.479503000	2019.11.17 20:43:41.335172000	3	2855661869
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:43:41.335484000	2019.11.17 20:43:57.491886000	16	16156397635
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3		512	1024	100000	256	trial	2019.11.17 20:43:38.468401000	2019.11.17 20:43:58.320964000	20	19852575248
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:43:58.332044000	2019.11.17 20:44:01.756781000	3	3424714092
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:44:01.757179000	2019.11.17 20:44:17.694706000	16	15937541613
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4		512	1024	100000	256	trial	2019.11.17 20:43:58.321337000	2019.11.17 20:44:18.518921000	20	20197588433
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:44:18.529680000	2019.11.17 20:44:21.230516000	3	2700820338
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:44:21.230808000	2019.11.17 20:44:37.302318000	16	16071531500
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5		512	1024	100000	256	trial	2019.11.17 20:44:18.519171000	2019.11.17 20:44:38.161946000	20	19642768374
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:44:38.173147000	2019.11.17 20:44:41.107180000	3	2934027244
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:44:41.107522000	2019.11.17 20:44:57.268660000	16	16161170279
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6		512	1024	100000	256	trial	2019.11.17 20:44:38.162270000	2019.11.17 20:44:58.108856000	20	19946597015
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:44:58.119448000	2019.11.17 20:45:00.932609000	3	2813155323
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:45:00.932959000	2019.11.17 20:45:16.734500000	16	15801554478
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7		512	1024	100000	256	trial	2019.11.17 20:44:58.109684000	2019.11.17 20:45:17.562917000	19	19453239106
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:45:17.573600000	2019.11.17 20:45:20.492822000	3	2919219136
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:45:20.493100000	2019.11.17 20:45:36.426885000	16	15933800248
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8		512	1024	100000	256	trial	2019.11.17 20:45:17.563127000	2019.11.17 20:45:37.303595000	20	19740486731
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:45:37.315226000	2019.11.17 20:45:40.182766000	3	2867541231
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:45:40.183007000	2019.11.17 20:45:56.304729000	16	16121746611
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9		512	1024	100000	256	trial	2019.11.17 20:45:37.303803000	2019.11.17 20:45:57.120497000	20	19816714720
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:45:57.133407000	2019.11.17 20:45:59.957130000	3	2823726642
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:45:59.957387000	2019.11.17 20:46:15.940674000	16	15983300865
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10		512	1024	100000	256	trial	2019.11.17 20:45:57.122752000	2019.11.17 20:46:16.767776000	20	19645042611
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_19_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	0		512	1024	100000	256	benchmark	2019.11.17 20:42:51.370280000	2019.11.17 20:46:16.769730000	205	205399229612
